title,movie_id
8 Mile(2002),tt0298203
Double Jeopardy(1999),tt0150377
The Butler(2013),tt1327773
Green Lantern(2011),tt1133985
Notting Hill(1999),tt0125439
You've Got Mail(1998),tt0128853
Ghost Rider(2007),tt0259324
Remember the Titans(2000),tt0210945
Creed II(2018),tt6343314
District 9(2009),tt1136608
Unbroken(2014),tt1809398
Peter Rabbit(2018),tt5117670
Girls Trip(2017),tt3564472
Dumbo(2019),tt3861390
Fifty Shades Darker(2017),tt4465564
Dodgeball: A True Underdog Story(2004),tt0364725
The Village(2004),tt0368447
Bolt(2008),tt0397892
Maleficent: Mistress of Evil(2019),tt4777008
Wild Wild West(1999),tt0120891
Magic Mike(2012),tt1915581
Night at the Museum: Secret of the Tomb(2014),tt2692250
The Patriot(2000),tt0187393
Bad Moms(2016),tt4651520
The Bourne Legacy(2012),tt1194173
The Pacifier(2005),tt0395699
Dr. Dolittle 2(2001),tt0240462
It's Complicated(2009),tt1230414
Spy Kids(2001),tt0227538
Face/Off(1997),tt0119094
The Hangover Part III(2013),tt1951261
Spy Kids 3: Game Over(2003),tt0338459
Enemy of the State(1998),tt0120660
Mr. Peabody & Sherman(2014),tt0864835
The Last Samurai(2003),tt0325710
Glass(2019),tt6823368
Spy(2015),tt3079380
Valentine's Day(2010),tt0817230
Tropic Thunder(2008),tt0942385
Godzilla: King of the Monsters(2019),tt3741700
The Grudge(2004),tt0391198
Fun with Dick and Jane(2005),tt0369441
Freaky Friday(2003),tt0322330
Trainwreck(2015),tt3152624
Bedtime Stories(2008),tt0960731
Scary Movie 3(2003),tt0306047
Creed(2015),tt3076658
The 40-Year-Old Virgin(2005),tt0405422
Couples Retreat(2009),tt1078940
Black Hawk Down(2001),tt0265086
Hop(2011),tt1411704
The Upside(2017),tt1987680
The Princess Diaries(2001),tt0247638
Little Women(2019),tt3281548
Baby Driver(2017),tt3890160
Epic(2013),tt0848537
Watchmen(2009),tt0409459
The Angry Birds Movie(2016),tt1985949
Batman & Robin(1997),tt0118688
Captain Phillips(2013),tt1535109
Black Swan(2010),tt0947798
Analyze This(1999),tt0122933
Chicken Run(2000),tt0120630
Miss Congeniality(2000),tt0212346
300: Rise of an Empire(2014),tt1253863
The Italian Job(2003),tt0317740
The Lego Movie 2: The Second Part(2019),tt3513498
Robin Hood(2010),tt0955308
George of the Jungle(1997),tt0119190
Hustlers(2019),tt5503686
Pitch Perfect 3(2017),tt4765284
American Wedding(2003),tt0328828
Road to Perdition(2002),tt0257044
The Princess and the Frog(2009),tt0780521
The Chronicles of Narnia: The Voyage of the Dawn Treader(2010),tt0980970
Daddy Day Care(2003),tt0317303
Daddy's Home 2(2017),tt5657846
Paranormal Activity 3(2011),tt1778304
Journey 2: The Mysterious Island(2012),tt1397514
The Mule(2018),tt7959026
Rise of the Guardians(2012),tt1446192
Independence Day: Resurgence(2016),tt1628841
The Expendables(2010),tt1320253
Scream(1996),tt0117571
Just Go with It(2011),tt1564367
Murder on the Orient Express(2017),tt3402236
The General's Daughter(1999),tt0144214
The Aviator(2004),tt0338751
American Pie(1999),tt0163651
Daredevil(2003),tt0287978
The Conjuring 2(2016),tt3065204
The Girl with the Dragon Tattoo(2011),tt1568346
The Mummy: Tomb of the Dragon Emperor(2008),tt0859163
The Maze Runner(2014),tt1790864
Annabelle: Creation(2017),tt5140878
The Equalizer 2(2018),tt3766354
Jackass Presents: Bad Grandpa(2013),tt3063516
Pacific Rim(2013),tt1663662
Journey to the Center of the Earth(2008),tt0373051
Gone in 60 Seconds(2000),tt0187078
The Equalizer(2014),tt0455944
This Is the End(2013),tt1245492
Eagle Eye(2008),tt1059786
The Prince of Egypt(1998),tt0120794
Scream 2(1997),tt0120082
Eraser(1996),tt0116213
Noah(2014),tt1959490
The Cat in the Hat(2003),tt0312528
Con Air(1997),tt0118880
Sleepy Hollow(1999),tt0162661
Seven(1995),tt0114369
Rampage(2018),tt2231461
Collateral(2004),tt0369339
Contact(1997),tt0118884
Charlie's Angels: Full Throttle(2003),tt0305357
The Addams Family(2019),tt1620981
Vanilla Sky(2001),tt0259711
Arrival(2016),tt2543164
Due Date(2010),tt1231583
Jumanji(1995),tt0113497
The Rugrats Movie(1998),tt0134067
Million Dollar Baby(2004),tt0405159
Step Brothers(2008),tt0838283
Evan Almighty(2007),tt0413099
Fifty Shades Freed(2018),tt4477536
Shakespeare in Love(1998),tt0138097
Bad Teacher(2011),tt1284575
Yogi Bear(2010),tt1302067
Cowboys & Aliens(2011),tt0409847
Kingsman: The Golden Circle(2017),tt4649466
Edge of Tomorrow(2014),tt1631867
The Hunchback of Notre Dame(1996),tt0116583
You Don't Mess with the Zohan(2008),tt0960144
Passengers(2016),tt1355644
Die Hard with a Vengeance(1995),tt0112864
Christopher Robin(2018),tt4575576
Hercules(1997),tt0119282
Olympus Has Fallen(2013),tt2302755
The Green Hornet(2011),tt0990407
Date Night(2010),tt1279935
Yes Man(2008),tt1068680
Sausage Party(2016),tt1700841
Inspector Gadget(1999),tt0141369
Public Enemies(2009),tt1152836
The Social Network(2010),tt1285016
Downton Abbey(2019),tt6398184
The Others(2001),tt0230600
Legally Blonde(2001),tt0250494
Panic Room(2002),tt0258000
Rocketman(2019),tt2066051
Zero Dark Thirty(2012),tt1790885
Norbit(2007),tt0477051
Cold Mountain(2003),tt0159365
Sex and the City 2(2010),tt1261945
The Princess Diaries 2: Royal Engagement(2004),tt0368933
42(2013),tt0453562
Unbreakable(2000),tt0217869
The Book of Eli(2010),tt1037705
"10,000 BC(2008)",tt0443649
Julie & Julia(2009),tt1135503
The Mask of Zorro(1998),tt0120746
Maid in Manhattan(2002),tt0252076
Master and Commander: The Far Side of the World(2003),tt0311113
Flight(2012),tt1907668
The Fighter(2010),tt0964517
America's Sweethearts(2001),tt0265029
The Bucket List(2007),tt0825232
Tomorrowland(2015),tt1964418
The Magnificent Seven(2016),tt2404435
Cats & Dogs(2001),tt0239395
Two Weeks Notice(2002),tt0313737
Red Dragon(2002),tt0289765
Elysium(2013),tt1535108
The Town(2010),tt0840361
Non-Stop(2014),tt2024469
Blade Runner 2049(2017),tt1856101
Halloween Kills(2021),tt10665338
Think Like a Man(2012),tt1621045
Heaven Is for Real(2014),tt1929263
The Haunting(1999),tt0171363
Ride Along 2(2016),tt2869728
Stepmom(1998),tt0120686
The Scorpion King(2002),tt0277296
Prince of Persia: The Sands of Time(2010),tt0473075
Antz(1998),tt0120587
Scary Movie 4(2006),tt0362120
"Me, Myself & Irene(2000)",tt0183505
High School Musical 3: Senior Year(2008),tt0962726
Space Cowboys(2000),tt0186566
Get Hard(2015),tt2561572
RED(2010),tt1245526
Planes(2013),tt1691917
"Legally Blonde 2: Red, White & Blonde(2003)",tt0333780
Mystic River(2003),tt0327056
Terminator Genisys(2015),tt1340138
The Emperor's New Groove(2000),tt0120917
The Lone Ranger(2013),tt1210819
Taken 3(2014),tt2446042
Don't Breathe(2016),tt4160708
Scream 3(2000),tt0134084
Oblivion(2013),tt1483013
The Ugly Truth(2009),tt1142988
Percy Jackson & the Olympians: The Lightning Thief(2010),tt0814255
Failure to Launch(2006),tt0427229
The Muppets(2011),tt1204342
Inside Man(2006),tt0454848
Waterworld(1995),tt0114898
Starsky & Hutch(2004),tt0335438
Along Came Polly(2004),tt0343135
Entrapment(1999),tt0137494
Pineapple Express(2008),tt0910936
Miss Peregrine's Home for Peculiar Children(2016),tt1935859
Sisters(2015),tt1850457
Saw II(2005),tt0432348
The Accountant(2016),tt2140479
Dumb and Dumber To(2014),tt2096672
The Emoji Movie(2017),tt4877122
Mean Girls(2004),tt0377092
Annie(2014),tt1823664
Spy Kids 2: Island of Lost Dreams(2002),tt0287717
Alita: Battle Angel(2019),tt0437086
Fury(2014),tt2713180
Pokémon: The First Movie - Mewtwo Strikes Back(1998),tt0190641
The SpongeBob SquarePants Movie(2004),tt0345950
Power Rangers(2017),tt3717490
Anchorman: The Legend of Ron Burgundy(2004),tt0357413
Open Season(2006),tt0400717
Green Book(2018),tt6966692
The Expendables 2(2012),tt1764651
Paranormal Activity 2(2010),tt1536044
Tammy(2014),tt2103254
Ferdinand(2017),tt3411444
"Crazy, Stupid, Love.(2011)",tt1570728
Annabelle(2014),tt3322940
Birds of Prey and the Fantabulous Emancipation of One Harley Quinn(2020),tt7713068
Atlantis: The Lost Empire(2001),tt0230011
The Other Woman(2014),tt2203939
Penguins of Madagascar(2014),tt1911658
Up in the Air(2009),tt1193138
Wrath of the Titans(2012),tt1646987
Insidious: Chapter 2(2013),tt2226417
Battle Los Angeles(2011),tt1217613
Immortals(2011),tt1253864
I Can Only Imagine(2018),tt6450186
Saving Mr. Banks(2013),tt2140373
Good Boys(2019),tt6977338
Valkyrie(2008),tt0985699
Brokeback Mountain(2005),tt0388795
Turbo(2013),tt1860353
Charlotte's Web(2006),tt0413895
Monster-in-Law(2005),tt0369735
Are We There Yet?(2005),tt0368578
Freddy vs. Jason(2003),tt0329101
Let's Be Cops(2014),tt1924435
Blade II(2002),tt0187738
Beowulf(2007),tt0442933
The Pink Panther(2006),tt0383216
Teenage Mutant Ninja Turtles: Out of the Shadows(2016),tt3949660
The Post(2017),tt6294822
Maze Runner: The Scorch Trials(2015),tt4046784
Eight Below(2006),tt0397313
Unstoppable(2010),tt0477080
Payback(1999),tt0120784
Ted 2(2015),tt2637276
The Notebook(2004),tt0332280
The Talented Mr. Ripley(1999),tt0134119
School of Rock(2003),tt0332379
Snow Dogs(2002),tt0281373
21(2008),tt0478087
While You Were Sleeping(1995),tt0114924
Jimmy Neutron: Boy Genius(2001),tt0268397
Eat Pray Love(2010),tt0879870
The Texas Chainsaw Massacre(2003),tt0324216
Zookeeper(2011),tt1222817
Alien vs. Predator(2004),tt0370263
What Happens in Vegas(2008),tt1033643
The Dukes of Hazzard(2005),tt0377818
The Wedding Singer(1998),tt0120888
Saw III(2006),tt0489270
The Mummy(2017),tt2345759
Disturbia(2007),tt0486822
Nacho Libre(2006),tt0457510
Jumper(2008),tt0489099
Goosebumps(2015),tt1051904
Jack Reacher(2012),tt0790724
Cloverfield(2008),tt1060277
Dear John(2010),tt0989757
Men in Black: International(2019),tt2283336
Knowing(2009),tt0448011
War Horse(2011),tt1568911
Dark Shadows(2012),tt1077368
The Day the Earth Stood Still(2008),tt0970416
Limitless(2011),tt1219289
The Purge: Election Year(2016),tt4094724
Pixels(2015),tt2120120
The English Patient(1996),tt0116209
A.I. Artificial Intelligence(2001),tt0212720
We Were Soldiers(2002),tt0277434
Tower Heist(2011),tt0471042
The Monuments Men(2014),tt2177771
Man on Fire(2004),tt0328107
The Terminal(2004),tt0362227
Gangs of New York(2002),tt0217505
Night School(2018),tt6781982
Parental Guidance(2012),tt1047540
Where the Wild Things Are(2009),tt0386117
The A-Team(2010),tt0429493
U-571(2000),tt0141926
