title,movie_id
Dolittle(2020),tt6673612
Alice Through the Looking Glass(2016),tt2567026
27 Dresses(2008),tt0988595
Rugrats in Paris(2000),tt0213203
Knight and Day(2010),tt1013743
Paddington(2014),tt1109624
Pete's Dragon(2016),tt2788732
Hellboy II: The Golden Army(2008),tt0411477
Constantine(2005),tt0360486
The Haunted Mansion(2003),tt0338094
The Family Man(2000),tt0218967
Barbershop(2002),tt0303714
The Intern(2015),tt2361509
Contagion(2011),tt1598778
"You, Me and Dupree(2006)",tt0463034
2 Guns(2013),tt1272878
Braveheart(1995),tt0112573
Moneyball(2011),tt1210166
The Rookie(2002),tt0265662
Zombieland(2009),tt1156398
Old School(2003),tt0302886
Any Given Sunday(1999),tt0146838
The Hitman's Bodyguard(2017),tt1959563
The Girl on the Train(2016),tt3631112
Garfield: The Movie(2004),tt0356634
Ray(2004),tt0350258
The Exorcism of Emily Rose(2005),tt0404032
Eragon(2006),tt0449010
Four Brothers(2005),tt0430105
Alien: Covenant(2017),tt2316204
Jack and Jill(2011),tt0810913
Annabelle Comes Home(2019),tt8350360
Sin City(2005),tt0401792
Along Came a Spider(2001),tt0164334
Captain Underpants: The First Epic Movie(2017),tt2091256
Christmas with the Kranks(2004),tt0388419
Monster House(2006),tt0385880
Deep Blue Sea(1999),tt0149261
Law Abiding Citizen(2009),tt1197624
Yesterday(2019),tt8079248
Spirit: Stallion of the Cimarron(2002),tt0166813
A Madea Family Funeral(2019),tt7054636
Hollow Man(2000),tt0164052
Boo! A Madea Halloween(2016),tt5325452
Zombieland: Double Tap(2019),tt1560220
White House Down(2013),tt2334879
John Carter(2012),tt0401729
Dinner for Schmucks(2010),tt0427152
Justin Bieber: Never Say Never(2011),tt1702443
Storks(2016),tt4624424
Jackass Number Two(2006),tt0493430
The Interpreter(2005),tt0373926
Hercules(2014),tt1267297
Barnyard(2006),tt0414853
Bridge of Spies(2015),tt3682448
Dolphin Tale(2011),tt1564349
Vantage Point(2008),tt0443274
A Bad Moms Christmas(2017),tt6359956
1408(2007),tt0450385
The Purge: Anarchy(2014),tt2975578
John Q(2002),tt0251160
RV(2006),tt0449089
Mama(2013),tt2023587
Galaxy Quest(1999),tt0177789
Bridget Jones's Diary(2001),tt0243155
The Bridges of Madison County(1995),tt0112579
Chocolat(2000),tt0241303
Sideways(2004),tt0375063
Safe Haven(2013),tt1702439
Scary Movie 2(2001),tt0257106
The Spiderwick Chronicles(2008),tt0416236
The Score(2001),tt0227445
Paul Blart: Mall Cop 2(2015),tt3450650
The Smurfs 2(2013),tt2017020
Shallow Hal(2001),tt0256380
White Chicks(2004),tt0381707
No Strings Attached(2011),tt1411238
The Best Man Holiday(2013),tt2083355
V for Vendetta(2005),tt0434409
The Invisible Man(2020),tt1051906
Shaft(2000),tt0162650
World Trade Center(2006),tt0469641
Rocky Balboa(2006),tt0479143
The Big Short(2015),tt1596363
Fool's Gold(2008),tt0770752
Star Trek: Insurrection(1998),tt0120844
Big Momma's House 2(2006),tt0421729
The Golden Compass(2007),tt0385752
Kill Bill: Vol. 1(2003),tt0266697
Act of Valor(2012),tt1591479
Seven Pounds(2008),tt0814314
Swordfish(2001),tt0244244
The Kid(2000),tt0219854
Divine Secrets of the Ya-Ya Sisterhood(2002),tt0279778
The First Purge(2018),tt6133466
The Thomas Crown Affair(1999),tt0155267
Game Night(2018),tt2704998
Vertical Limit(2000),tt0190865
Lost in Space(1998),tt0120738
Angel Has Fallen(2019),tt6189022
Scary Stories to Tell in the Dark(2019),tt3387520
Sahara(2005),tt0318649
Percy Jackson: Sea of Monsters(2013),tt1854564
The House with a Clock in Its Walls(2018),tt2119543
Road Trip(2000),tt0215129
Blue Streak(1999),tt0181316
Skyscraper(2018),tt5758778
Bring It On(2000),tt0204946
Obsessed(2009),tt1198138
Mr. Popper's Penguins(2011),tt1396218
War Room(2015),tt3832914
Insidious: The Last Key(2018),tt5726086
The Tourist(2010),tt1243957
This Is 40(2012),tt1758830
Holes(2003),tt0311289
Instant Family(2018),tt7401588
Insomnia(2002),tt0278504
A Good Day to Die Hard(2013),tt1606378
Hidalgo(2004),tt0317648
Role Models(2008),tt0430922
Lights Out(2016),tt4786282
Coach Carter(2005),tt0393162
Hacksaw Ridge(2016),tt2119532
The Forgotten(2004),tt0356618
Dante's Peak(1997),tt0118928
The Bounty Hunter(2010),tt1038919
102 Dalmatians(2000),tt0211181
"Alexander and the Terrible, Horrible, No Good, Very Bad Day(2014)",tt1698641
Kangaroo Jack(2003),tt0257568
End of Days(1999),tt0146675
The Mexican(2001),tt0236493
Changing Lanes(2002),tt0264472
Big Fish(2003),tt0319061
Spies in Disguise(2019),tt5814534
Charlie Wilson's War(2007),tt0472062
Contraband(2012),tt1524137
The Bone Collector(1999),tt0145681
Looper(2012),tt1276104
The Final Destination(2009),tt1144884
The League of Extraordinary Gentlemen(2003),tt0311429
Bowfinger(1999),tt0131325
Warm Bodies(2013),tt1588173
Kill Bill: Vol. 2(2004),tt0378194
Herbie Fully Loaded(2005),tt0400497
Magic Mike XXL(2015),tt2268016
The Manchurian Candidate(2004),tt0368008
X-Men: Dark Phoenix(2019),tt6565702
Bad Boys(1995),tt0112442
Ever After: A Cinderella Story(1998),tt0120631
Lara Croft: Tomb Raider - The Cradle of Life(2003),tt0325703
Madea's Witness Protection(2012),tt2215285
Deuce Bigalow: Male Gigolo(1999),tt0205000
The Taking of Pelham 123(2009),tt1111422
Battleship(2012),tt1440129
Step Up(2006),tt0462590
Pitch Perfect(2012),tt1981677
The Amityville Horror(2005),tt0384806
The Visit(2015),tt3567288
Jack the Giant Slayer(2013),tt1351685
Think Like a Man Too(2014),tt2239832
Barbershop 2: Back in Business(2004),tt0337579
About Schmidt(2002),tt0257360
Exodus: Gods and Kings(2014),tt1528100
Friday the 13th(2009),tt0758746
Stuart Little 2(2002),tt0243585
Mirror Mirror(2012),tt1667353
Flushed Away(2006),tt0424095
Chronicle(2012),tt1706593
A Dog's Purpose(2017),tt1753383
The Happening(2008),tt0949731
The Purge(2013),tt2184339
The Wedding Ringer(2015),tt0884732
Jackass: The Movie(2002),tt0322802
The Nut Job(2014),tt1821658
Down to Earth(2001),tt0231775
Ice Age: Collision Course(2016),tt3416828
Deja Vu(2006),tt0453467
Life(1999),tt0123964
Diary of a Wimpy Kid(2010),tt1196141
Sky High(2005),tt0405325
Last Vegas(2013),tt1204975
Mona Lisa Smile(2003),tt0304415
In & Out(1997),tt0119360
Unknown(2011),tt1401152
Miami Vice(2006),tt0430357
The Time Traveler's Wife(2009),tt0452694
She's All That(1999),tt0160862
Madea's Family Reunion(2006),tt0455612
Bewitched(2005),tt0374536
The Boss(2016),tt2702724
The Holiday(2006),tt0457939
Forgetting Sarah Marshall(2008),tt0800039
The Sorcerer's Apprentice(2010),tt0963966
Beavis and Butt-Head Do America(1996),tt0115641
A Nightmare on Elm Street(2010),tt1179056
The Last Song(2010),tt1294226
Jarhead(2005),tt0418763
Black Mass(2015),tt1355683
London Has Fallen(2016),tt3300542
The Adjustment Bureau(2011),tt1385826
Spy Game(2001),tt0266987
The Call of the Wild(2020),tt7504726
Underworld: Awakening(2012),tt1496025
Terminator: Dark Fate(2019),tt6450804
The Wolfman(2010),tt0780653
Mousehunt(1997),tt0119715
Ender's Game(2013),tt1731141
Miracles from Heaven(2016),tt4257926
A Beautiful Day in the Neighborhood(2019),tt3224458
Cinderella Man(2005),tt0352248
Deepwater Horizon(2016),tt1860357
Stomp the Yard(2007),tt0775539
Rules of Engagement(2000),tt0160797
The Cell(2000),tt0209958
Abominable(2019),tt6324278
Friday Night Lights(2004),tt0390022
Prisoners(2013),tt1392214
Get Him to the Greek(2010),tt1226229
Mission to Mars(2000),tt0183523
Coyote Ugly(2000),tt0200550
Poseidon(2006),tt0409182
Fantasia 2000(1999),tt0120910
Three Kings(1999),tt0120188
Jingle All the Way(1996),tt0116705
Kiss the Girls(1997),tt0119468
After Earth(2013),tt1815862
Baby Mama(2008),tt0871426
Dora and the Lost City of Gold(2019),tt7547410
Shanghai Knights(2003),tt0300471
The Wedding Planner(2001),tt0209475
Burn After Reading(2008),tt0887883
Love Actually(2003),tt0314331
Why Him?(2016),tt4501244
Blockers(2018),tt2531344
The Cable Guy(1996),tt0115798
Resident Evil: Afterlife(2010),tt1220634
Why Did I Get Married Too?(2010),tt1391137
The Family Stone(2005),tt0356680
Bad Santa(2003),tt0307987
Tooth Fairy(2010),tt0808510
Snow Day(2000),tt0184907
Little Miss Sunshine(2006),tt0449059
Pacific Rim: Uprising(2018),tt2557478
The Benchwarmers(2006),tt0437863
Secretariat(2010),tt1028576
Gothika(2003),tt0348836
The Dictator(2012),tt1645170
Hellboy(2004),tt0167190
The Stepford Wives(2004),tt0327162
The Grand Budapest Hotel(2014),tt2278388
Planes: Fire & Rescue(2014),tt2980706
Dawn of the Dead(2004),tt0363547
Vacation(2015),tt1524930
Total Recall(2012),tt1386703
Behind Enemy Lines(2001),tt0159273
Bride Wars(2009),tt0901476
Water for Elephants(2011),tt1067583
Jack Reacher: Never Go Back(2016),tt3393786
Little Man(2006),tt0430304
Jack(1996),tt0116669
RoboCop(2014),tt1234721
Easy A(2010),tt1282140
Curious George(2006),tt0381971
Open Range(2003),tt0316356
Tomb Raider(2018),tt1365519
The Secret Life of Walter Mitty(2013),tt0359950
Bicentennial Man(1999),tt0182789
Ali(2001),tt0248667
Without a Paddle(2004),tt0364751
Baywatch(2017),tt1469304
Maze Runner: The Death Cure(2018),tt4500922
The Lincoln Lawyer(2011),tt1189340
The Butterfly Effect(2004),tt0289879
Red Eye(2005),tt0421239
Shall We Dance?(2004),tt0358135
The Chronicles of Riddick(2004),tt0296572
Takers(2010),tt1135084
The Animal(2001),tt0255798
Fences(2016),tt2671706
The Cider House Rules(1999),tt0124315
Memoirs of a Geisha(2005),tt0397535
Moulin Rouge!(2001),tt0203009
Blood Diamond(2006),tt0450259
Next Friday(2000),tt0195945
The Whole Nine Yards(2000),tt0190138
13 Going on 30(2004),tt0337563
The Perfect Guy(2015),tt3862750
Escape from Planet Earth(2012),tt0765446
American Reunion(2012),tt1605630
Escape Room(2019),tt5886046
Shanghai Noon(2000),tt0184894
Midway(2019),tt6924650
The Time Machine(2002),tt0268695
Midnight in Paris(2011),tt1605783
Saw V(2008),tt1132626
A Civil Action(1998),tt0120633
12 Years a Slave(2013),tt2024544
A Knight's Tale(2001),tt0183790
Joy(2015),tt2446980
Drumline(2002),tt0303933
Once Upon a Time in Mexico(2003),tt0285823
Dracula Untold(2014),tt0829150
Me Before You(2016),tt2674426
Just Married(2003),tt0305711
Fantastic Four(2015),tt1502712
Wallace & Gromit: The Curse of the Were-Rabbit(2005),tt0312004
Be Cool(2005),tt0377471
ParaNorman(2012),tt1623288
Romeo Must Die(2000),tt0165929
The Suicide Squad(2021),tt6334354
Friends with Benefits(2011),tt1632708
Free Birds(2013),tt1621039
Hansel & Gretel: Witch Hunters(2013),tt1428538
Eyes Wide Shut(1999),tt0120663
Happy Death Day(2017),tt5308322
Legend of the Guardians: The Owls of Ga'Hoole(2010),tt1219342
Snake Eyes(1998),tt0120832
The BFG(2016),tt3691740
Never Been Kissed(1999),tt0151738
What Dreams May Come(1998),tt0120889
The Shallows(2016),tt4052882
I Am Number Four(2011),tt1464540
Halloween H20: 20 Years Later(1998),tt0120694
Don't Say a Word(2001),tt0260866
The Jackal(1997),tt0119395
Spawn(1997),tt0120177
The Nutcracker and the Four Realms(2018),tt5523010
Starship Troopers(1997),tt0120201
Office Christmas Party(2016),tt1711525
This Means War(2012),tt1596350
The Curse of La Llorona(2019),tt4913966
Tag(2018),tt2854926
Pet Sematary(2019),tt0837563
Source Code(2011),tt0945513
Assassin's Creed(2016),tt2094766
What Men Want(2019),tt7634968
The Omen(2006),tt0466909
Crash(2004),tt0375679
New Year's Eve(2011),tt1598822
Horrible Bosses 2(2014),tt2170439
The Hundred-Foot Journey(2014),tt2980648
Evil Dead(2013),tt1288558
The Count of Monte Cristo(2002),tt0245844
TMNT(2007),tt0453556
The Hateful Eight(2015),tt3460252
Final Destination 3(2006),tt0414982
Austin Powers: International Man of Mystery(1997),tt0118655
Paranormal Activity 4(2012),tt2109184
Focus(2015),tt2381941
Parasite(2019),tt6751668
Paycheck(2003),tt0338337
Hero(2002),tt0299977
P.S. I Love You(2007),tt0431308
Sabrina(1995),tt0114319
3:10 to Yuma(2007),tt0381849
A Simple Favor(2018),tt7040874
"Yours, Mine & Ours(2005)",tt0443295
Life as We Know It(2010),tt1055292
Final Destination(2000),tt0195714
RED 2(2013),tt1821694
The Prestige(2006),tt0482571
Letters to Juliet(2010),tt0892318
Blow(2001),tt0221027
Forces of Nature(1999),tt0141098
Sweeney Todd: The Demon Barber of Fleet Street(2007),tt0408236
Varsity Blues(1999),tt0139699
Message in a Bottle(1999),tt0139462
13 Hours(2016),tt4172430
Kicking & Screaming(2005),tt0384642
Unfaithful(2002),tt0250797
El Diario De Un Chico En Apuros 2: Las Reglas De Rodrick(2011),tt1650043
The Strangers(2008),tt0482606
No Good Deed(2014),tt2011159
Wall Street: Money Never Sleeps(2010),tt1027718
Southpaw(2015),tt1798684
Blade: Trinity(2004),tt0359013
The Royal Tenenbaums(2001),tt0265666
Radio(2003),tt0316465
The Lake House(2006),tt0410297
Insidious: Chapter 3(2015),tt3195644
Identity(2003),tt0309698
Selma(2014),tt1020072
"South Park: Bigger, Longer & Uncut(1999)",tt0158983
Predators(2010),tt1424381
Underworld(2003),tt0320691
King Arthur(2004),tt0349683
The Call(2013),tt1911644
Funny People(2009),tt1201167
Footloose(2011),tt1068242
Ghost Rider: Spirit of Vengeance(2011),tt1071875
Exit Wounds(2001),tt0242445
Lion(2016),tt3741834
Atomic Blonde(2017),tt2406566
Finding Neverland(2004),tt0308644
The Grey(2011),tt1601913
My Bloody Valentine(2009),tt1179891
A Cinderella Story(2004),tt0356470
Like Mike(2002),tt0308506
Enemy at the Gates(2001),tt0215750
Hoodwinked!(2005),tt0443536
American Made(2017),tt3532216
The Phantom of the Opera(2004),tt0293508
Resident Evil: Apocalypse(2004),tt0318627
Muppets Most Wanted(2014),tt2281587
The Hitchhiker's Guide to the Galaxy(2005),tt0371724
The Predator(2018),tt3829266
The Tale of Despereaux(2008),tt0420238
Apocalypto(2006),tt0472043
The Road to El Dorado(2000),tt0138749
Ouija(2014),tt1204977
The Boxtrolls(2014),tt0787474
Syriana(2005),tt0365737
The Dark Tower(2017),tt1648190
The Hurricane(1999),tt0174856
Diary of a Mad Black Woman(2005),tt0422093
Mighty Joe Young(1998),tt0120751
Jack Ryan: Shadow Recruit(2014),tt1205537
The Tuxedo(2002),tt0290095
If I Stay(2014),tt1355630
K-PAX(2001),tt0272152
Overboard(2018),tt1563742
Hot Tub Time Machine(2010),tt1231587
Ad Astra(2019),tt2935510
Breakdown(1997),tt0118771
The Book of Life(2014),tt2262227
Sicario: Day of the Soldado(2018),tt5052474
Evita(1996),tt0116250
Stigmata(1999),tt0145531
Home on the Range(2004),tt0299172
Uncut Gems(2019),tt5727208
Red Tails(2012),tt0485985
Pain & Gain(2013),tt1980209
Australia(2008),tt0455824
Old Dogs(2009),tt0976238
Runaway Jury(2003),tt0313542
Land of the Lost(2009),tt0457400
Volcano(1997),tt0120461
BlacKkKlansman(2018),tt7349662
My Sister's Keeper(2009),tt1078588
The Possession(2012),tt0431021
This Christmas(2007),tt0937375
Diary of a Wimpy Kid: Dog Days(2012),tt2023453
Men of Honor(2000),tt0203019
I Feel Pretty(2018),tt6791096
Isn't It Romantic(2019),tt2452244
About Last Night(2014),tt1826590
Speed 2: Cruise Control(1997),tt0120179
Date Movie(2006),tt0466342
Gemini Man(2019),tt1025100
The Dilemma(2011),tt1578275
Peter Pan(2003),tt0316396
Return to Never Land(2002),tt0280030
The Huntsman: Winter's War(2016),tt2381991
Big Fat Liar(2002),tt0265298
Just Like Heaven(2005),tt0425123
The House Bunny(2008),tt0852713
Sinister(2012),tt1922777
Kick-Ass(2010),tt1250777
Kubo and the Two Strings(2016),tt4302938
Secret Window(2004),tt0363988
Nim's Island(2008),tt0410377
Agent Cody Banks(2003),tt0313911
The Skeleton Key(2005),tt0397101
The Jungle Book 2(2003),tt0283426
When a Stranger Calls(2006),tt0455857
Premonition(2007),tt0477071
Alien Resurrection(1997),tt0118583
The Rundown(2003),tt0327850
Manchester by the Sea(2016),tt4034228
Into the Storm(2014),tt2106361
Precious(2009),tt0929632
The Kingdom(2007),tt0431197
Poltergeist(2015),tt1029360
Munich(2005),tt0408306
Kingdom of Heaven(2005),tt0320661
Jupiter Ascending(2015),tt1617661
Savages(2012),tt1615065
Warcraft(2016),tt0803096
Hostel(2005),tt0450278
Boo 2! A Madea Halloween(2017),tt6217804
Nanny McPhee(2005),tt0396752
The Judge(2014),tt1872194
Killers(2010),tt1103153
Jersey Boys(2014),tt1742044
Shooter(2007),tt0822854
Silent Hill(2006),tt0384537
Sicario(2015),tt3397884
Red Sparrow(2018),tt2873282
How to Be Single(2016),tt1292566
Breaking In(2018),tt7137846
Boogeyman(2005),tt0357507
Practical Magic(1998),tt0120791
"Dude, Where's My Car?(2000)",tt0242423
Goosebumps 2: Haunted Halloween(2018),tt5664636
Phone Booth(2002),tt0183649
The Legend of Zorro(2005),tt0386140
Walking Tall(2004),tt0351977
The Best Exotic Marigold Hotel(2011),tt1412386
Blended(2014),tt1086772
Made of Honor(2008),tt0866439
Mike and Dave Need Wedding Dates(2016),tt2823054
Gangster Squad(2013),tt1321870
The Full Monty(1997),tt0119164
Ma(2019),tt7958736
Snatched(2017),tt2334871
Underworld: Rise of the Lycans(2009),tt0834001
Five Feet Apart(2019),tt6472976
Saw 3D(2010),tt1477076
The Tigger Movie(2000),tt0220099
The Great Wall(2016),tt2034800
Moonrise Kingdom(2012),tt1748122
The Man from U.N.C.L.E.(2015),tt1638355
Bean(1997),tt0118689
Domestic Disturbance(2001),tt0249478
Wonder Park(2019),tt6428676
Zoolander(2001),tt0196229
The Giver(2014),tt0435651
28 Days Later(2002),tt0289043
Hall Pass(2011),tt0480687
Smurfs: The Lost Village(2017),tt2398241
Going in Style(2017),tt2568862
Frequency(2000),tt0186151
First Man(2018),tt1213641
All Eyez on Me(2017),tt1666185
xXx: Return of Xander Cage(2017),tt1293847
Cop Out(2010),tt1385867
Cop Land(1997),tt0118887
Rambo: Last Blood(2019),tt1206885
Red Dawn(2012),tt1234719
The Replacements(2000),tt0191397
The Internship(2013),tt2234155
The Artist(2011),tt1655442
Meet Joe Black(1998),tt0119643
Lost in Translation(2003),tt0335266
Nothing to Lose(1997),tt0119807
Playing with Fire(2019),tt9134216
The Three Stooges(2012),tt0383010
47 Meters Down(2017),tt2932536
Amistad(1997),tt0118607
The Lovely Bones(2009),tt0380510
The Sisterhood of the Traveling Pants 2(2008),tt1018785
Speed Racer(2008),tt0811080
Must Love Dogs(2005),tt0417001
Prom Night(2008),tt0926129
Soul Surfer(2011),tt1596346
Queen & Slim(2019),tt8722346
The Gift(2015),tt4178092
Pokémon the Movie 2000(1999),tt0210234
Tears of the Sun(2003),tt0314353
Soul Food(1997),tt0120169
Under the Tuscan Sun(2003),tt0328589
Cats & Dogs: The Revenge of Kitty Galore(2010),tt1287468
Need for Speed(2014),tt2369135
Everest(2015),tt2719848
Year One(2009),tt1045778
Edge of Darkness(2010),tt1226273
Star Trek: Nemesis(2002),tt0253754
Sherlock Gnomes(2018),tt2296777
A Million Ways to Die in the West(2014),tt2557490
Transporter 2(2005),tt0388482
Harriet(2019),tt4648786
Reign of Fire(2002),tt0253556
The Night Before(2015),tt3530002
John Wick(2014),tt2911666
The Devil's Own(1997),tt0118972
Gulliver's Travels(2010),tt1320261
Rambo(2008),tt0462499
Death at a Funeral(2010),tt1321509
The Lizzie McGuire Movie(2003),tt0306841
Spanglish(2004),tt0371246
Krampus(2015),tt3850590
The Unborn(2009),tt1139668
Max(2015),tt3369806
Final Destination 5(2011),tt1622979
"Welcome Home, Roscoe Jenkins(2008)",tt0494652
Widows(2018),tt4218572
Step Up 3D(2010),tt1193631
Resident Evil: Retribution(2012),tt1855325
Birdman or (The Unexpected Virtue of Ignorance)(2014),tt2562232
Lady in the Water(2006),tt0452637
Planet 51(2009),tt0762125
Almost Christmas(2016),tt4649416
Drag Me to Hell(2009),tt1127180
Fever Pitch(2005),tt0332047
Secondhand Lions(2003),tt0327137
Riddick(2013),tt1411250
Dolphin Tale 2(2014),tt2978462
A Dog's Way Home(2019),tt7616798
Thir13en Ghosts(2001),tt0245674
Exorcist: The Beginning(2004),tt0204313
The Hills Have Eyes(2006),tt0454841
The Hours(2002),tt0274558
The Angry Birds Movie 2(2019),tt6095472
Bandits(2001),tt0219965
High Crimes(2002),tt0257756
Truth or Dare(2018),tt6772950
About a Boy(2002),tt0276751
Gosford Park(2001),tt0280707
A Walk to Remember(2002),tt0281358
The Peacemaker(1997),tt0119874
Private Parts(1997),tt0119951
Valerian and the City of a Thousand Planets(2017),tt2239822
What to Expect When You're Expecting(2012),tt1586265
Out of Time(2003),tt0313443
Money Monster(2016),tt2241351
John Tucker Must Die(2006),tt0455967
End of Watch(2012),tt1855199
The Siege(1998),tt0133952
Windtalkers(2002),tt0245562
The Star(2017),tt4587656
Little(2019),tt8085790
House on Haunted Hill(1999),tt0185371
"Love, Simon(2018)",tt5164432
Breakthrough(2019),tt7083526
Max Payne(2008),tt0467197
Stranger Than Fiction(2006),tt0420223
Pleasantville(1998),tt0120789
Duplicity(2009),tt1135487
Ghost in the Shell(2017),tt1219827
Blue Crush(2002),tt0300532
The Master of Disguise(2002),tt0295427
You Got Served(2004),tt0365957
Heartbreakers(2001),tt0125022
The Faculty(1998),tt0133751
Hanna(2011),tt0993842
Bridget Jones: The Edge of Reason(2004),tt0317198
Hardball(2001),tt0180734
There Will Be Blood(2007),tt0469494
Catwoman(2004),tt0327554
Legion(2010),tt1038686
Resident Evil(2002),tt0120804
The Wild Thornberrys(2002),tt0282120
Allied(2016),tt3640424
Righteous Kill(2008),tt1034331
Collateral Damage(2002),tt0233469
Enough(2002),tt0278435
I Still Know What You Did Last Summer(1998),tt0130018
The Illusionist(2006),tt0443543
The Ladykillers(2004),tt0335245
The Beach(2000),tt0163978
Jackie Brown(1997),tt0119396
30 Days of Night(2007),tt0389722
The Texas Chainsaw Massacre: The Beginning(2006),tt0420294
Little Nicky(2000),tt0185431
Crazy Heart(2009),tt1263670
Burlesque(2010),tt1126591
Rugrats Go Wild(2003),tt0337711
Body of Lies(2008),tt0758774
Second Act(2018),tt2126357
Lakeview Terrace(2008),tt0947802
Anna and the King(1999),tt0166485
Pitch Black(2000),tt0134847
King Arthur: Legend of the Sword(2017),tt1972591
The Grudge 2(2006),tt0433386
The Crazies(2010),tt0455407
The Sisterhood of the Traveling Pants(2005),tt0403508
Something Borrowed(2011),tt0491152
Crawl(2019),tt8364368
Primary Colors(1998),tt0119942
Earth to Echo(2014),tt2183034
Happy Gilmore(1996),tt0116483
Cruel Intentions(1999),tt0139134
Stardust(2007),tt0486655
Nerve(2016),tt3531824
Surrogates(2009),tt0986263
Sex Tape(2014),tt1956620
Spy Kids 4: All the Time in the World(2011),tt1517489
Rock of Ages(2012),tt1336608
Gridiron Gang(2006),tt0421206
Last Holiday(2006),tt0408985
47 Ronin(2013),tt1335975
Evolution(2001),tt0251075
Not Another Teen Movie(2001),tt0277371
The Original Kings of Comedy(2000),tt0236388
Scream 4(2011),tt1262416
10 Things I Hate About You(1999),tt0147800
Treasure Planet(2002),tt0133240
Head of State(2003),tt0325537
Ninja Assassin(2009),tt1186367
Harold & Kumar Escape from Guantanamo Bay(2008),tt0481536
Showtime(2002),tt0284490
Urban Legend(1998),tt0146336
Jigsaw(2017),tt3348730
The Brothers Grimm(2005),tt0355295
"Big Mommas: Like Father, Like Son(2011)",tt1464174
Jeepers Creepers(2001),tt0263488
Bedazzled(2000),tt0230030
The Secret Life of Bees(2008),tt0416212
Sky Captain and the World of Tomorrow(2004),tt0346156
Autumn in New York(2000),tt0174480
For Colored Girls(2010),tt1405500
Philomena(2013),tt2431286
How Stella Got Her Groove Back(1998),tt0120703
Good Boy(2003),tt0326900
Red Riding Hood(2011),tt1486185
Pan's Labyrinth(2006),tt0457430
The Nativity Story(2006),tt0762121
Crossroads(2002),tt0275022
In Time(2011),tt1637688
Abraham Lincoln: Vampire Hunter(2012),tt1611224
Invictus(2009),tt1057500
The Back-up Plan(2010),tt1212436
The Longest Ride(2015),tt2726560
Paul(2011),tt1092026
The Wild(2006),tt0405469
J. Edgar(2011),tt1616195
The Roommate(2011),tt1265990
Jumping the Broom(2011),tt1640484
Uptown Girls(2003),tt0263757
28 Days(2000),tt0191754
The Guilt Trip(2012),tt1694020
The Change-Up(2011),tt1488555
30 Minutes or Less(2011),tt1622547
Keeping the Faith(2000),tt0171433
Fight Club(1999),tt0137523
Sphere(1998),tt0120184
Clockstoppers(2002),tt0157472
That's My Boy(2012),tt1232200
The Family(2013),tt2404311
Risen(2016),tt3231054
Taxi(2004),tt0316732
My Favorite Martian(1999),tt0120764
Kiss of the Dragon(2001),tt0271027
Notorious(2009),tt0472198
Bounce(2000),tt0186894
Recess: School's Out(2001),tt0265632
Colombiana(2011),tt1657507
8MM(1999),tt0134273
Vampires Suck(2010),tt1666186
Freedom Writers(2007),tt0463998
The Gentlemen(2019),tt8367814
Set It Off(1996),tt0117603
Million Dollar Arm(2014),tt1647668
The Thin Red Line(1998),tt0120863
Sucker Punch(2011),tt0978764
Accepted(2006),tt0384793
Death Race(2008),tt0452608
The 15:17 to Paris(2018),tt6802308
The Nice Guys(2016),tt3799694
American Assassin(2017),tt1961175
Mile 22(2018),tt4560436
What a Girl Wants(2003),tt0286788
Walking with Dinosaurs 3D(2013),tt1762399
Hanging Up(2000),tt0162983
Derailed(2005),tt0398017
Just Mercy(2019),tt4916630
The Pink Panther 2(2009),tt0838232
The Theory of Everything(2014),tt2980516
Alpha(2018),tt4244998
The Boy(2016),tt3882082
The Island(2005),tt0399201
Smokin' Aces(2006),tt0475394
The Mothman Prophecies(2002),tt0265349
Changeling(2008),tt0824747
Jeepers Creepers 2(2003),tt0301470
Larry Crowne(2011),tt1583420
The American(2010),tt1440728
Dirty Grandpa(2016),tt1860213
Children of Men(2006),tt0206634
The Boy Next Door(2015),tt3181822
The Intruder(2019),tt6722030
Peppermint(2018),tt6850820
The Hustle(2019),tt1298644
The Messengers(2007),tt0425430
The Watch(2012),tt1298649
Frankenweenie(2012),tt1142977
The Flintstones in Viva Rock Vegas(2000),tt0158622
Carrie(2013),tt1939659
The Number 23(2007),tt0481369
For Love of the Game(1999),tt0126916
K-19: The Widowmaker(2002),tt0267626
Last Christmas(2019),tt8623904
Ouija: Origin of Evil(2016),tt4361050
Pan(2015),tt3332064
Step Up Revolution(2012),tt1800741
Drive(2011),tt0780504
A Very Harold & Kumar Christmas(2011),tt1268799
Green Zone(2010),tt0947810
The Skulls(2000),tt0192614
50/50(2011),tt1306980
The 5th Wave(2016),tt2304933
Overcomer(2019),tt8186318
Cradle 2 the Grave(2003),tt0306685
Judge Dredd(1995),tt0113492
Man on the Moon(1999),tt0125664
The 6th Day(2000),tt0216216
Thirteen Days(2000),tt0146309
Hot Pursuit(2015),tt2967224
Jack Frost(1998),tt0141109
Concussion(2015),tt3322364
Monster(2003),tt0340855
Malibu's Most Wanted(2003),tt0328099
Eternal Sunshine of the Spotless Mind(2004),tt0338013
The Foreigner(2017),tt1615160
Inferno(2016),tt3062096
Alexander(2004),tt0346491
This Is Where I Leave You(2014),tt1371150
The Hunted(2003),tt0269347
The Reader(2008),tt0976051
My Dog Skip(2000),tt0156812
"Everything, Everything(2017)",tt5001718
Instinct(1999),tt0128278
The Best Man(1999),tt0168501
